Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.302"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.139"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.921"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.479"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.336"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.427"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.52"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.953"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.929"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.313"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.954"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.273"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.086"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.074"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.838"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.314"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.13"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.415"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.295"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.679"
"ET","Temperature change on land","438","Liechtenstein","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.707"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.95"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.224"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.09"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.937"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.534"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.419"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.612"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.418"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.764"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.941"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.468"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.586"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.488"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.538"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.892"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.66"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.476"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.164"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.636"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.161"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.92"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.596"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.499"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.62"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.618"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.857"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.332"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.555"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.405"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.712"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2021","2021","°c","2.199"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.079"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.417"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.802"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.909"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.992"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.831"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2017","2017","°c","2.038"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.018"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.027"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.314"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.595"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.832"
"ET","Temperature change on land","492","Monaco","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.481"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.483"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.585"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.776"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.55"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.333"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.293"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.892"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.761"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.686"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.966"
"ET","Temperature change on land","499","Montenegro","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.505"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.44"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.572"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.298"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.943"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.728"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.132"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.136"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.473"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.304"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.588"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.331"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.428"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.341"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.528"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.703"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.121"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.133"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.888"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.589"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.709"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.563"
"ET","Temperature change on land","807","North Macedonia","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.392"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.787"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.405"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.771"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.709"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.542"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.481"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.188"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.37"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.489"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.895"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.194"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.65"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.366"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.996"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.04"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.461"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.424"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.637"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.666"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.448"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.036"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.465"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.828"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.247"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.292"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.584"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2017","2017","°c","2.028"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2018","2018","°c","0.782"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.169"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.868"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.101"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.141"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.414"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.26"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.349"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.942"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.028"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.348"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.012"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.32"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.083"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.283"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.126"
"ET","Temperature change on land","498","Republic of Moldova","7271","Temperature change","7020","Meteorological year","2023","2023","°c","3.014"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.365"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.539"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.788"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.869"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.145"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.249"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.231"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.233"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.399"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.915"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.662"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.149"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.742"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.233"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.444"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2017","2017","°c","2.114"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.032"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.178"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.684"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.629"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.268"
"ET","Temperature change on land","643","Russian Federation","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.508"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.015"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.562"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.774"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.717"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.643"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.899"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.715"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.886"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.446"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.022"
"ET","Temperature change on land","674","San Marino","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.245"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.43"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.616"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.748"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.703"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.274"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.313"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.084"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.822"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.607"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.961"
"ET","Temperature change on land","688","Serbia","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.561"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.953"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.353"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.093"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.937"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.256"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.529"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.4"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.024"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.266"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.992"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.421"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.265"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.463"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.158"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.079"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.756"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.45"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.376"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.268"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.583"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.553"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.638"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.84"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.524"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.443"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.628"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.95"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.058"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.437"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.976"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.314"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.368"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.525"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2013","2013","°c","2.27"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2014","2014","°c","3.381"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2015","2015","°c","3.312"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2016","2016","°c","5.326"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2017","2017","°c","3.334"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2018","2018","°c","4.064"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.87"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.001"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2021","2021","°c","3.011"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2022","2022","°c","3.511"
"ET","Temperature change on land","744","Svalbard and Jan Mayen Islands","7271","Temperature change","7020","Meteorological year","2023","2023","°c","3.577"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.855"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.69"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.059"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.829"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.575"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.833"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.556"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.935"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.838"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.119"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2023","2023","°c","1.463"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.807"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.209"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.015"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.904"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.884"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.393"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.155"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.576"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.242"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2022","2022","°c","2.915"
"ET","Temperature change on land","756","Switzerland","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.827"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.501"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.694"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.06"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.098"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.401"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.22"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.353"
"ET","Temperature change on land","804","Ukraine","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.096"
